Station_id,Lon,Lat,Alt,Start_YYYYMM,End_YYYYMM
50750,4754,12518,2163,196205,196508
50750,4754,12518,2160,196509,196711
50750,4754,12518,102160,196712,197001
50750,4754,12518,2179,197002,197307
50750,4754,12518,2186,197308,198205
50750,4754,12518,2184,198206,198706
50750,4754,12518,2186,198707,199004
50750,4754,12518,2184,199005,200610
50750,4754,12518,2264,200611,201502
50755,4736,12606,2307,195612,196412
50755,4736,12606,2398,196501,197405
50755,4736,12606,2307,197406,201406
50755,4737,12604,2498,201407,201502
50756,4726,12658,2403,195207,195709
50756,4726,12658,2394,195710,197912
50756,4726,12658,2392,198001,201008
50756,4727,12658,2392,201009,201412
50756,4727,12652,2473,201501,201511
50756,4727,12652,2474,201512,201512
50756,4727,12652,2473,201601,201612
50756,4727,12652,2474,201701,201904
50756,4727,12652,2197,201905,202012
50758,4711,12553,2492,195301,195512
50758,4710,12554,2492,195601,200012
50758,4710,12554,2472,200101,200412
50758,4711,12554,2472,200501,201008
50758,4711,12554,2460,201009,201612
50758,4711,12554,2400,201701,201708
50758,4709,12554,2400,201709,202012
50758,4709,12554,2460,201804,201804
50758,4709,12553,2400,201903,202006
50758,4709,12553,2400,202008,202008
50758,4709,12553,2400,202012,202012
50767,4714,12706,2027,196101,199503
50767,4714,12706,2027,199901,201502
50772,4752,12951,2835,195710,196212
50772,4752,12951,102935,196301,196412
50772,4752,12951,2965,196501,197012
50772,4807,12915,2965,197101,200312
50772,4806,12914,2880,200401,201502
50774,4730,12920,2317,195510,195904
50774,4730,12920,2313,195905,196204
50774,4743,12854,2313,196205,198812
50774,4744,12855,2409,198901,201212
50774,4742,12850,2648,201301,202012
50774,4743,12850,2648,201903,202006
50774,4743,12850,2648,202008,202008
50774,4743,12850,2648,202012,202012
50775,4722,13020,2279,195511,200312
50775,4720,13016,2279,200401,201312
50775,4720,13012,1823,201401,201502
50776,4730,13047,841,195612,196204
50776,4734,13050,841,196205,198206
50776,4734,13050,833,198207,201502
50778,4739,13230,536,196701,199706
50778,4738,13230,584,199707,200612
50778,4740,13232,575,200701,201612
50779,4822,13417,657,196801,198309
50779,4822,13417,666,198310,200212
50779,4822,13417,400,200301,201502
50787,4717,13147,676,195612,196112
50787,4718,13155,618,196701,197002
50787,4717,13151,618,197003,199503
50787,4717,13151,618,199901,201312
50787,4719,13150,627,201401,201502
50788,4714,13159,765,195208,195405
50788,4714,13159,766,195406,195508
50788,4714,13159,597,195509,196909
50788,4714,13159,642,196910,199812
50788,4714,13159,664,199901,201711
50788,4714,13160,664,201712,202012
50788,4714,13200,664,201903,202006
50788,4714,13200,664,202008,202008
50788,4714,13200,664,202012,202012
50832,4650,12158,3326,196101,196312
50832,4643,12205,3326,196401,201502
50833,4643,12254,1878,195812,201502
50834,4636,12114,5580,195712,196008
50834,4636,12114,5033,196009,196405
50834,4637,12114,5033,196406,197005
50834,4637,12114,104993,197006,198908
50834,4636,12113,105018,198909,199012
50834,4636,12113,4997,199101,202012
50838,4613,12203,2734,195101,195408
50838,4613,12203,2747,195409,196312
50838,4605,12203,2747,196401,201502
50842,4652,12426,1531,195901,196410
50842,4652,12426,1537,196411,197912
50842,4652,12426,1509,198001,198106
50842,4652,12426,1510,198107,200304
50842,4650,12425,1454,200305,201502
50844,4624,12325,1619,195801,196207
50844,4624,12325,1490,196208,198103
50844,4624,12325,1495,198104,200912
50844,4624,12327,1388,201001,202012
50850,4634,12508,1472,200501,201502
50851,4641,12606,2041,195612,196510
50851,4641,12606,2048,196511,197112
50851,4641,12606,2041,197201,197412
50851,4641,12606,2048,197501,200705
50851,4641,12605,2074,200706,201502
50852,4652,12629,101741,195612,195704
50852,4652,12629,1757,195705,197212
50852,4652,12629,1691,197301,201007
50852,4649,12627,1691,201008,201502
50853,4642,12659,1786,195207,195612
50853,4637,12659,1786,195701,195710
50853,4637,12658,1796,195711,202012
50854,4624,12521,1506,195207,195407
50854,4624,12521,1505,195408,197112
50854,4623,12519,1493,197201,202012
50858,4554,12559,1443,195901,196112
50858,4604,12557,1472,196201,196212
50858,4604,12558,1472,196301,200312
50858,4604,12558,1410,200401,200611
50858,4604,12559,1350,200612,201007
50858,4604,12556,1350,201008,201412
50858,4601,12548,1595,201501,201502
50859,4618,12616,101778,195611,195912
50859,4618,12616,1758,196001,196305
50859,4615,12616,1628,196306,199309
50859,4615,12616,1633,199310,199503
50859,4615,12616,1633,199901,200312
50859,4615,12616,1591,200401,201312
50859,4617,12617,1693,201401,201502
50861,4653,12732,101846,195612,195807
50861,4653,12732,1853,195808,196202
50861,4653,12729,1853,196203,198103
50861,4653,12729,1848,198104,201312
50861,4653,12729,1824,201401,201406
50861,4653,12729,1848,201407,201407
50861,4653,12729,1824,201408,201502
50862,4659,12803,2105,195712,196312
50862,4659,12801,2105,196401,201112
50862,4659,12759,2060,201201,202012
50867,4611,12721,100135,196001,196203
50867,4605,12721,100135,196204,197909
50867,4605,12721,1341,197910,201502
50871,4643,12953,910,195811,196512
50871,4643,12953,907,196601,197412
50871,4644,12953,951,197501,201502
50873,4625,13020,804,195101,195109
50873,4649,13020,804,195110,195509
50873,4649,13017,812,195510,200612
50873,4647,13018,820,200701,202012
50877,4618,12935,1001,195901,202012
50878,4701,13043,784,196701,199612
50878,4700,13043,782,199701,201502
50879,4616,12950,2020,195510,195709
50879,4616,12950,1748,195710,195901
50879,4616,13030,1748,195902,196012
50879,4612,13031,1824,196101,200306
50879,4613,13033,1870,200307,201502
50880,4651,13108,1054,195901,196204
50880,4643,13108,1054,196205,199207
50880,4644,13107,1023,199208,201502
50884,4630,13110,1422,195510,195607
50884,4630,13110,1421,195608,196012
50884,4638,13109,1753,196101,201502
50888,4619,13211,827,195611,197809
50888,4619,13211,830,197810,201412
50888,4623,13210,796,201501,202012
50892,4648,13401,100524,196106,196409
50892,4648,13401,548,196410,197406
50892,4648,13400,544,197407,201502
50913,4546,11859,8500,195904,195905
50913,4546,11859,8500,195907,197108
50913,4544,11825,8500,197109,198612
50913,4543,11848,8656,198701,200205
50913,4543,11848,8650,200206,200707
50913,4543,11850,8650,200708,201502
50915,4530,11800,8391,195511,195803
50915,4533,11649,8391,195804,197107
50915,4531,11658,8391,197108,197505
50915,4531,11658,8387,197506,200307
50915,4531,11658,8389,200308,202012
50924,4532,11940,8237,200601,201412
50924,4533,11939,8600,201501,201612
50928,4504,12020,106283,196001,198512
50928,4504,12020,6283,198601,200412
50928,4504,12020,106283,200501,201502
50934,4523,12134,3053,195812,196312
50934,4524,12133,3053,196401,198912
50934,4524,12132,3053,199001,200612
50934,4523,12135,3117,200701,201502
50936,4538,12251,1514,195101,195612
50936,4538,12251,101514,195701,195712
50936,4538,12251,1550,195801,195812
50936,4538,12250,1550,195901,196512
50936,4538,12250,1554,196601,199012
50936,4538,12250,1552,199101,200308
50936,4538,12250,1553,200309,202012
50937,4503,12128,102500,196309,197904
50937,4503,12128,2499,197905,201312
50937,4504,12129,2821,201401,201502
50939,4520,12249,101533,195908,196406
50939,4520,12249,1508,196407,201502
50940,4550,12313,1390,196001,198012
50940,4551,12310,1409,198101,200401
50940,4551,12310,1411,200402,201502
50945,4530,12416,1374,195901,200407
50945,4530,12416,1376,200408,201412
50945,4530,12414,1426,201501,201512
50945,4530,12414,1381,201601,202012
50945,4531,12414,1381,201903,202006
50945,4531,12414,1381,202008,202008
50945,4531,12414,1381,202012,202012
50946,4511,12450,1397,195901,200308
50946,4511,12450,1398,200309,201502
50948,4500,12401,1878,195701,195812
50948,4504,12352,1878,195901,195908
50948,4500,12401,1463,195909,202012
50949,4501,12458,1352,195210,195812
50949,4502,12456,1352,195901,195911
50949,4507,12450,1347,195912,199912
50949,4505,12452,1359,200001,200311
50949,4505,12452,1362,200312,202012
50950,4542,12515,1487,196101,202012
50953,4545,12638,1451,195101,195712
50953,4545,12646,1460,195801,196905
50953,4541,12637,1717,196906,198012
50953,4545,12646,1423,198101,201212
50953,4556,12634,1183,201301,202012
50954,4529,12503,1275,195901,196312
50954,4530,12505,1275,196401,201502
50955,4522,12614,101650,195612,196312
50955,4520,12619,1612,196401,196709
50955,4523,12618,101665,196710,197108
50955,4523,12618,1664,197109,201312
50955,4524,12619,1683,201401,201502
50956,4559,12638,101182,195501,196408
50956,4559,12638,1274,196409,196610
50956,4600,12636,1232,196611,197601
50956,4600,12636,1274,197602,197812
50956,4600,12636,1232,197901,199503
50956,4600,12636,1232,199901,200208
50956,4602,12641,1299,200209,200312
50956,4553,12635,1168,200401,200812
50956,4556,12634,1183,200901,201212
50956,4656,12646,1345,201301,201309
50956,4605,12646,1345,201310,201502
50958,4512,12727,101580,195905,196012
50958,4512,12727,1746,196101,196203
50958,4531,12657,1746,196204,196412
50958,4531,12657,1743,196501,201012
50958,4532,12656,1682,201101,201502
50960,4547,12729,1623,195801,196312
50960,4547,12727,1922,196401,201112
50960,4544,12723,1842,201201,201502
50962,4555,12806,101108,195612,195712
50962,4555,12806,1120,195801,196212
50962,4557,12802,1120,196301,197108
50962,4557,12802,1121,197109,201502
50963,4558,12844,1086,195208,202012
50964,4550,12848,1190,196201,199907
50964,4550,12848,1193,199908,201502
50965,4527,12819,1548,195811,198312
50965,4527,12818,1551,198401,200010
50965,4527,12818,1553,200011,201312
50965,4526,12816,1672,201401,201502
50968,4513,12758,1396,195208,195806
50968,4513,12758,1901,195807,197112
50968,4513,12758,1897,197201,202012
50971,4546,13101,2250,200301,200408
50971,4546,13101,2235,200409,201502
50973,4545,13033,2115,195810,195910
50973,4545,13033,2172,195911,198109
50973,4545,13035,2193,198110,198411
50973,4545,13035,2205,198412,200712
50973,4545,13036,2344,200801,202012
50973,4545,13037,2344,201903,202006
50973,4545,13037,2344,202008,202008
50973,4545,13037,2344,202012,202012
50978,4517,13057,2145,195101,195109
50978,4517,13057,2188,195110,195312
50978,4517,13057,2192,195401,195708
50978,4517,13057,2331,195709,198009
50978,4517,13057,2323,198010,198309
50978,4517,13057,2328,198310,199012
50978,4517,13057,2383,199101,200312
50978,4518,13056,2808,200401,201212
50978,4518,13055,2725,201301,202012
50978,4519,13055,2725,201903,201905
50979,4522,13016,3115,196007,196203
50979,4517,13016,3115,196204,197411
50979,4517,13016,2736,197412,197605
50979,4516,13014,2736,197606,198304
50979,4516,13014,2747,198305,201502
50983,4546,13256,1103,195612,196312
50983,4546,13258,1002,196401,201812
50983,4546,13253,981,201901,202012
50985,4532,13151,1260,195904,195909
50985,4533,13152,101505,195910,196410
50985,4533,13152,1574,196411,198110
50985,4533,13152,1517,198111,201502
50987,4515,13108,1758,196608,197705
50987,4515,13108,1760,197706,199502
50987,4515,13108,1760,199901,201112
50987,4516,13106,2199,201201,201502
51053,4753,8612,105000,195711,196012
51053,4753,8612,5435,196101,196112
51053,4753,8635,5435,196201,196306
51053,4753,8612,5435,196307,196412
51053,4803,8621,5326,196501,198110
51053,4803,8624,5326,198111,202012
51058,4706,8639,113500,196101,196610
51058,4706,8637,12252,196611,199812
51058,4706,8758,5620,200101,200912
51058,4706,8758,5633,201001,201502
51059,4726,8552,110000,196008,196307
51059,4726,8552,110150,196308,197812
51059,4726,8552,9841,197901,201405
51059,4726,8552,9841,201407,201408
51059,4726,8552,9841,201410,201502
51060,4742,8651,4739,195912,196307
51060,4742,8652,4739,196308,202012
51068,4706,8721,109000,195711,195912
51068,4707,8730,4999,196001,197712
51068,4707,8730,105009,197801,198106
51068,4707,8728,105009,198107,200312
51068,4707,8728,5009,200401,201412
51068,4707,8729,4970,201501,202012
51076,4744,8805,7351,195401,197510
51076,4744,8805,7353,197511,202012
51087,4712,8947,111770,195510,196105
51087,4659,8930,8027,196106,197812
51087,4659,8931,8075,197901,201612
51087,4701,8931,8604,201701,201706
51087,4701,8930,8604,201707,202012
51133,4642,8258,104000,195306,195912
51133,4644,8300,105550,196001,196209
51133,4644,8300,5480,196210,198710
51133,4644,8300,5349,198711,202012
51133,4644,8300,313,201812,201812
51137,4554,8300,7154,196001,196503
51137,4612,8256,7154,196504,200012
51137,4612,8256,7152,200101,200404
51137,4612,8256,7154,200405,201502
51145,4631,8342,105000,195909,196112
51145,4633,8339,5216,196201,201502
51156,4638,8611,108000,195307,195510
51156,4647,8543,12916,195511,201412
51156,4649,8545,13221,201501,202012
51186,4636,9039,112500,195710,195912
51186,4640,9023,12182,196001,201502
51232,4548,8218,2765,195607,195710
51232,4548,8218,2816,195711,195907
51232,4510,8236,2816,195908,196201
51232,4511,8235,2820,196202,197703
51232,4511,8235,2848,197704,200106
51232,4511,8234,3361,200107,201612
51232,4511,8234,3698,201701,201712
51232,4511,8233,3698,201801,202012
51238,4500,8157,105000,195711,196006
51238,4454,8204,5319,196007,201312
51238,4454,8204,5322,201401,202012
51241,4552,8337,106000,195610,196004
51241,4552,8337,11180,196005,196112
51241,4556,8336,11180,196201,197912
51241,4556,8336,10778,198001,201412
51241,4556,8336,10942,201501,202012
51243,4547,8452,4181,195612,195711
51243,4537,8451,4426,195712,196905
51243,4536,8451,4270,196906,198107
51243,4536,8451,4273,198108,199212
51243,4537,8451,4495,199301,201412
51243,4537,8451,4503,201501,201712
51243,4538,8452,4503,201801,202005
51243,4537,8451,4503,202005,202012
51288,4514,9033,115000,195710,195905
51288,4514,9033,16501,195906,196202
51288,4522,9032,16501,196203,198111
51288,4522,9032,16537,198112,201502
51328,4414,8024,106000,195910,196307
51328,4414,8024,7133,196308,196503
51328,4414,8029,7133,196504,197110
51328,4414,8029,7015,197111,197410
51328,4414,8029,7103,197411,199012
51328,4412,8025,7709,199101,201502
51329,4403,8151,6400,195912,196503
51329,4403,8051,6400,196504,201502
51330,4457,8113,11316,195712,195807
51330,4457,8113,11316,195809,196112
51330,4459,8104,11315,196201,197407
51330,4459,8104,11330,197408,198012
51330,4458,8101,13546,198101,200307
51330,4458,8101,13578,200308,201502
51334,4437,8258,104900,195301,195606
51334,4437,8258,3183,195607,196007
51334,4437,8258,3201,196008,196112
51334,4437,8254,3201,196201,200602
51334,4436,8254,3186,200603,201312
51334,4434,8249,3292,201401,202012
51334,3444,13360,3292,202011,202011
51346,4416,8452,104100,195303,195307
51346,4423,8430,104100,195308,195505
51346,4423,8430,4648,195506,195610
51346,4423,8430,4781,195611,196112
51346,4426,8440,4787,196201,201502
51352,4451,8515,103395,195409,196506
51352,4451,8515,3364,196507,197805
51352,4451,8515,3371,197806,201502
51353,4448,8624,104000,195812,196312
51353,4448,8624,3588,196401,197210
51353,4501,8606,3460,197211,201502
51356,4420,8610,104450,195209,195212
51356,4419,8600,104450,195301,195506
51356,4419,8600,4426,195507,195912
51356,4419,8600,4428,196001,196112
51356,4419,8603,4429,196201,201502
51357,4421,8537,5330,196001,196210
51357,4421,8537,5217,196211,196503
51357,4403,8537,5222,196504,198712
51357,4420,8537,5222,198801,201502
51358,4420,8510,104430,196310,196503
51358,4417,8549,4682,196504,200509
51358,4417,8549,4685,200510,201502
51359,4418,8613,4714,196101,196112
51359,4419,8612,4714,196201,196608
51359,4419,8612,4714,196610,201502
51365,4437,8742,104000,195810,195912
51365,4437,8742,4290,196001,196112
51365,4437,8735,4290,196201,196612
51365,4412,8732,4405,196701,201502
51367,4407,8649,5221,196010,196112
51367,4408,8649,5221,196201,196610
51367,4408,8649,105221,196611,201312
51367,4410,8651,5751,201401,202012
51368,4410,8713,106200,195303,195908
51368,4410,8713,105751,195909,196012
51368,4410,8713,5772,196101,196112
51368,4401,8718,5772,196201,198308
51368,4401,8718,5775,198309,198410
51368,4401,8726,5775,198411,200812
51368,4407,8719,5157,200901,201502
51369,4407,8737,105000,196104,196112
51369,4358,8739,6003,196201,197012
51369,4407,8739,6003,197101,197705
51369,4358,8739,6003,197706,201502
51377,4410,8755,105470,196206,197012
51377,4410,8755,105670,197101,197812
51377,4410,8755,105470,197901,200401
51377,4410,8755,5470,200402,201502
51378,4401,8910,7349,196101,201412
51378,4400,8910,7429,201501,201502
51379,4403,8927,106120,195104,195612
51379,4403,8927,7937,195701,195709
51379,4403,8927,7953,195710,196201
51379,4401,8934,7964,196202,197209
51379,4401,8934,7923,197210,197509
51379,4401,8934,7936,197510,198512
51379,4401,8934,7935,198601,201502
51430,4348,8047,106000,195910,196503
51430,4350,8109,106000,196504,198512
51430,4350,8109,6026,198601,201502
51431,4355,8117,6700,195108,195712
51431,4355,8117,6640,195801,196006
51431,4355,8117,6630,196007,196112
51431,4357,8120,6625,196201,201502
51433,4348,8234,112000,195812,196505
51433,4348,8234,11052,196506,200510
51433,4348,8231,11053,200511,201502
51434,4407,8139,108000,196001,196503
51434,4358,8132,7700,196504,201502
51435,4328,8208,108000,196001,196404
51435,4328,8208,7749,196405,196503
51435,4328,8214,7749,196504,201408
51435,4328,8214,7749,201410,201502
51436,4327,8308,109000,195509,196503
51436,4327,8318,9282,196504,201502
51437,4308,8100,116000,195403,195507
51437,4308,8100,18370,195509,195711
51437,4309,8106,120000,195712,196112
51437,4309,8108,18486,196201,198310
51437,4309,8108,18510,198311,201502
51438,4310,8146,118000,195912,196110
51438,4311,8146,12396,196111,196409
51438,4311,8146,112396,196410,196808
51438,4311,8146,12104,196809,201502
51463,4347,8737,109050,195101,195112
51463,4347,8737,109090,195201,195312
51463,4347,8737,109126,195401,195512
51463,4347,8737,9116,195601,195803
51463,4349,8733,8505,195804,196010
51463,4354,8728,6535,196011,197512
51463,4347,8737,109175,197601,198005
51463,4347,8737,9179,198006,199912
51463,4347,8739,9350,200001,201502
51465,4334,8706,21600,195605,198712
51465,4334,8706,121188,198801,199812
51465,4334,8706,21188,199901,200405
51465,4329,8706,18718,200406,201502
51467,4301,8636,130000,195711,196112
51467,4240,8619,16948,196201,196309
51467,4241,8618,17500,196310,196604
51467,4240,8620,17500,196605,197307
51467,4240,8620,17525,197308,199411
51467,4244,8618,17374,199412,199712
51467,4244,8618,17390,199801,201112
51467,4246,8620,17324,201201,201502
51468,4306,8715,139650,195806,196311
51468,4306,8650,35390,196312,201502
51469,4317,8707,23504,197801,200212
51469,4327,8711,19300,200301,202012
51470,4353,8807,119000,195807,196312
51470,4353,8807,19000,196401,196412
51470,4353,8807,119000,196501,196609
51470,4353,8807,19425,196610,202012
51470,4353,8807,19435,201910,201910
51477,4312,8830,9012,195604,195710
51477,4321,8819,10856,195711,195810
51477,4321,8819,11018,195811,195912
51477,4321,8819,11035,196001,202012
51482,4352,9018,112940,195810,196107
51482,4350,9017,12722,196108,198409
51482,4350,9017,12715,198410,201502
51495,4329,9139,8780,195207,195212
51495,4329,9137,8640,195301,195912
51495,4329,9137,8733,196001,196206
51495,4329,9138,8732,196207,199812
51495,4313,9144,7900,199901,200401
51495,4313,9144,7214,200402,201502
51526,4221,8828,9224,195811,196112
51526,4214,8813,9224,196201,202012
51542,4248,8427,125000,195711,196112
51542,4302,8409,125000,196201,196604
51542,4302,8409,24580,196605,202012
51559,4216,8555,11010,196002,196111
51559,4219,8624,11010,196112,196603
51559,4219,8624,11009,196604,199906
51559,4219,8624,11094,199907,200312
51559,4219,8624,11009,200401,201502
51567,4203,8634,110580,195105,195605
51567,4203,8636,10558,195606,196112
51567,4205,8634,10558,196201,199206
51567,4205,8634,10553,199207,201801
51567,4203,8636,10553,201801,202012
51568,4215,8648,110750,196001,196108
51568,4215,8648,10854,196109,201502
51571,4247,8815,100000,195806,195809
51571,4247,8815,10,195810,196112
51571,4248,8838,10,196201,201502
51572,4258,8914,100300,195703,195912
51572,4250,8915,100300,196001,196107
51572,4250,8915,-514,196108,196312
51572,4250,8915,-491,196401,196612
51572,4250,8915,-491,197401,198103
51572,4250,8915,-487,198104,201502
51573,4255,9100,100240,195107,195108
51573,4300,8918,100240,195109,195212
51573,4258,8914,100300,195301,195506
51573,4258,8914,100350,195507,195912
51573,4258,8914,345,196001,196112
51573,4256,8912,345,196201,201512
51573,4257,8914,393,201601,202012
51581,4253,9017,4200,195509,195704
51581,4254,9017,4200,195705,196304
51581,4254,9017,4187,196305,196503
51581,4254,9025,4187,196504,196712
51581,4251,9014,3778,196801,198509
51581,4251,9014,3986,198510,201502
51627,4112,7914,114400,195908,196112
51627,4113,7914,14379,196201,196612
51627,4113,7914,14007,196701,196711
51627,4113,7914,13956,196712,198206
51627,4113,7914,13958,198207,201502
51628,4110,8014,11038,195306,201512
51628,4107,8023,11071,201601,202012
51629,4116,8014,11320,196602,200312
51629,4116,8014,11327,200401,201502
51633,4148,8153,12000,195810,195912
51633,4148,8153,12292,196001,196210
51633,4147,8154,12292,196211,201502
51636,4126,8233,10130,195906,196111
51636,4133,8237,10130,196112,196503
51636,4133,8237,10123,196504,197012
51636,4132,8237,10121,197101,197111
51636,4133,8237,10121,197112,197912
51636,4132,8237,10121,198001,198210
51636,4132,8237,10137,198211,201012
51636,4133,8239,10098,201101,201502
51639,4114,8247,110150,195908,196503
51639,4114,8247,9804,196504,201912
51639,4115,8246,9825,202001,202001
51639,4115,8246,9825,202003,202012
51642,4145,8415,109500,195810,196201
51642,4147,8415,9778,196202,196710
51642,4147,8415,9761,196711,201012
51642,4149,8416,9820,201101,201502
51644,4145,8304,111000,195101,195703
51644,4148,8254,10725,195704,196112
51644,4143,8301,10726,196201,196412
51644,4143,8257,10990,196501,199212
51644,4143,8304,10819,199301,200405
51644,4143,8258,10819,200406,201502
51655,4126,8603,109000,195907,196111
51655,4121,8616,109000,196112,196704
51655,4121,8616,8853,196705,197712
51655,4121,8616,8849,197801,201502
51656,4145,8609,9200,195807,195912
51656,4145,8609,9306,196001,196112
51656,4145,8608,9315,196201,201512
